Req,PO Number,Order Date,Status,Transmission Status,Unanswered Comments,Items,Total,Currency
21669,8000013056,02/10/20,Issued,Sent via cxml,false,"1 Bag of Goupille à ressort en Acier, diamètre 5mm,1 Bag of Goupille à ressort en Acier, diamètre 4mm,4 Package of Collier de serrage pour tuyau, avec Vis sans fin, Hexagone fendu, Acier Inoxydable, 17  25mm,2 Package of Papier pour imprimante Thermique 80mm Pour modèles IPP 144-40 G, IPP 144-40 GE 10rouleaux,5 Each of Coupleur 2 ports RJ45 Blindé",134.54,EUR
14758,8000013055,02/10/20,Issued,Sent via Email,false,6 Each of BROTHER RUBAN CONTINU NOIR/BLANC 62MM 15,216.6,EUR
19298,8000013054,02/10/20,Issued,Sent via cxml,false,"10 Each of (ST)Attache Avery pour pistolet textile - 65 mm - boîte de 10000,4 Each of (ST)Corbeille à courrier Leitz Wow - menthe,2 Each of (ST)Agrafe Bostitch SP19 1/4 - 6 mm - boîte de 5000,4 Each of (ST)Ruban adhésif d'emballage Lyreco - 50 mm x 100 m - havane - lot de 6",134.08,EUR
19155,8000013053,02/10/20,Issued,Sent via Email,false,1 Each of Etude du besoin pour le batiment siege de SE en 2024 en accord avec les documents joints,56650,EUR
20238,8000013052,02/10/20,Issued,Sent via Email,false,1 Each of Forfait déplacement et intervention suivant votre document N° 5507589160,166.81,EUR
13953,8000013051,02/10/20,Issued,Sent via Email,false,LE HIVE 1750043069 GAZ,50000,EUR
20572,8000013050,02/10/20,Issued,Sent via Email,false,"2 Each of x125 Sac Kraft soufflet sans fenetre 280x380 logo,1 Each of x250 Sac Kraft 229x324 avec fenêtre logo,1 Each of x500 Env blanc sans fenêtre 110x220 logo Schneider Life is On,1 Each of X1000 Env Blanc110x220 à fenêtre logo,2 Each of x500 Env blanc sans fenêtre162x229 Schneider Life is On",283.8,EUR
21229,8000013049,02/10/20,Issued,Sent via cxml,false,"3 Each of (ST)Cahier spirale Oxford Office Urban Mix A4 - 180 pages - quadrillé,5 Each of (ST)Intercalaire alphabétique Lyreco A4 - carte blanche - 21 touches,4 Each of (ST)Intercalaire Lyreco Budget - coloris assortis pastel - 6 touches,4 Each of (ST)Intercalaire Lyreco Budget - coloris assortis pastel - 12 touches,4 Each of (ST)Intercalaire mensuel Lyreco A4 - carte blanche - 12 touches,1 Each of (ST)Ote-agrafes Lyreco,1 Each of (ST)Notes quadrillées Post-it - 102 x 152 mm - jaunes - bloc x 100 feuilles,1 Each of (ST)Z-notes lignées Post-it Super Sticky - 101 x 101 mm - jaunes - 5 blocs,30 Each of (ST)Intercalaire alphabétique - carte dossier - 18 touches,2 Each of (ST)Roller de colle Pritt - repositionnable - jetable - 10 m x 8,4 mm,1 Each of (ST)Essuie-mains Tork Xpress pour H2 - 2 plis Z - blanc - 7 paquets x 180 feuilles,2 Each of (ST)Classeur à levier Lyreco - dos 8 cm - jaune,3 Each of (ST)Gobelet en carton Duni Espresso - 12 cl - imprimé coffee quick  - paquet de 80,1 Each of (ST)Perforateur Lyreco - 4 trous - capacité 15 feuilles - noir,1 Each of (ST)Répertoire - 17 x 22 cm - 120 pages - quadrillé,1 Each of (ST)Repose-poignets Fellowes Gel Crystal - bleu,1 Each of (ST)Tapis de souris repose-poignets Fellowes Gel Crystal - bleu,1 Each of (ST)Stylo bille Bic 4 couleurs Fashion - pointe moyenne - coloris fun",197.55,EUR
20693,8000013048,02/10/20,Issued,Sent via Email,false,18 Each of (Grenoble) - Pause Gouter 3,57.24,EUR
17611,8000013047,02/10/20,Issued,Sent via Email,false,700 Each of DD9SA99050,63.31,EUR
20727,8000013046,02/10/20,Issued,Sent via Email,false,"1 Each of Lot de 200 cartes de visite,1 Each of Lot de 200 cartes de visite",33.8,EUR
8559,8300013045,02/10/20,Issued,Sent via cxml,false,"1 Package of Coin Cell Alkaline 1.5V 120mAh,1 Each of Ruban mousse Double face Transparent, épais. 1mm, larg. 25mm, en Acrylique, VST 4100C,1 Each of Ruban mousse Double face Transparent, épais. 1mm, larg. 12mm, en Acrylique, VST 4100C,1 Each of Ruban mousse Double face Transparent, épais. 1mm, larg. 6mm, en Acrylique, VST 4100C,1 Box of Rouleau de tissus abrasifs, à l'Oxyde d'aluminium, Norton, Grain 80, Moyen 25m x 25mm,1 Box of Rouleau de tissus abrasifs, à l'Oxyde d'aluminium, Norton, Grain 120, Fin 25m x 25mm,2 Package of Pile AA Energizer 1.5V Alcaline Energizer Industrial,2 Package of Pile AAA Energizer Alcaline Energizer MAX 1.5V",108.44,EUR
21719,8300013044,02/10/20,Issued,Sent via Email,false,48 Each of PAUSES CAFE,152.64,EUR
17680,8000013043,02/10/20,Issued,Sent via Email,false,"1 Each of OFFRE DE PRIX N° : 20.01.16.01.JPG SCHNEIDER ELECTRIC ‐ SAV N° 19‐431-REP11/Prise en charge, expertise mécanique, remise en conformité tensiomètre DN1-400 NS/240-03100EXPERTISE MECANIQUE,REMISE EN COMFORMITE TENSIOMETRE DN1‐400 NS/240‐03100,1 Each of CERR00‐TEN11/Certificat d'étalonnage,1 Each of EM/Forfait Emballage ‐ Port,1 Each of MARKUP FEE",540.08,EUR
19409,8000013042,02/10/20,Issued,Sent via Email,false,"1 Each of GPEC France Opérations - Phase « Préparation et Animation » 1ère échéance,1 Each of GPEC France Opérations - Phase « Préparation et Animation » 2ème échéance,1 Each of GPEC France Opérations - Phase « Préparation et Animation » 3eme échéance,1 Each of GPEC France Opérations - Phase « Préparation et Animation » 4ème échéance,1 Each of GPEC France Opérations - Phase « Accompagnement préalable » 1ère échéance,1 Each of GPEC France Opérations - Phase « Accompagnement préalable » 2ème échéance,1 Each of GPEC France Opérations - Phase « Accompagnement préalable » 3ème échéance,1 Each of GPEC France Opérations - Phase « Accompagnement préalable » 4ème échéance",59550,EUR
21585,8000013041,02/10/20,Issued,Sent via cxml,false,"1 Each of Coffrets muraux 19"", Rack Chassis, Solid, Monté sur rack, 133.35 mm, 133 mm, 422 mm, 203 mm,1 Each of Fiche Banane IEC1010, montage panneau, femelle, pour fiches bananes, Rouge,1 Each of Fiche Banane IEC1010, montage panneau, femelle, pour fiches bananes, Noir",166.2,EUR
20445,8000013040,02/10/20,Issued,Sent via Email,false,"1 Each of Wireless Mobile Mouse 4000 Souris sans,1 Each of FRAIS DE PORT",33,EUR
16600,8000013039,02/10/20,Issued,Sent via Email,false,6 Each of (Carros) - Pause matin 3,35.4,EUR
21491,8000013038,02/10/20,Issued,Sent via cxml,false,"1 Pair of Vérin à gaz, course 200mm, force de 100N à 650N",57.64,EUR
21484,8000013037,02/10/20,Issued,Sent via cxml,false,"1 Bag of Vis sans tête, M3 x 3mm, tête Jeu de douilles hexagonales, en Acier Inoxydable A2 304,1 Each of Tuyau à air Legris Clair, en PUR polyéther",29.5,EUR
21303,8000013036,02/10/20,Issued,Sent via Email,false,2 Each of VERIN ADVC-10-10-A-P-A FESTO Vérins compacts - Vérins course réduite,44.24,EUR
21280,8000013035,02/10/20,Issued,Sent via Email,false,1 Each of Fournitures Industrielles,49.63,EUR
7861,8000013034,02/10/20,Issued,Sent via Email,false,"1 Each of Lenovo Essential Wireless Combo - Ensemb,1 Each of CABLE USB VERS APPLE LIGHTNING. Cable 1m,1 Each of Lenovo Passage - Sac a dos pour ordinate,1 Each of iiyama ProLite XB2474HS-B2 - ecran LED -",266.01,EUR
20039,8000013033,02/10/20,Issued,Sent via Email,false,"1 Each of Mise à jour AP Espagnac : Demande d'examen,1 Each of Mise à jour AP Espagnac : Demande d'autorisation avec Etude d'impact,1 Each of Mise à jour AP Espagnac : Options étude de dangers,1 Each of Mise à jour AP Espagnac : Option analyse détaillée,1 Each of Mise à jour AP Espagnac : Participation CODERST",23030,EUR
21279,8000013032,02/10/20,Issued,Sent via Email,false,1 Each of Plomberie avec Bordereau de Prix unitaire en lien,378.3,EUR
18771,8000013031,02/10/20,Issued,Sent via Email,false,1 Each of 1559508-A - ASPEL SK - Embouts + torpilles,1860,EUR
19166,8000013030,02/10/20,Issued,Sent via Email,false,1 Each of Formation VKAM ,1940,CHF
20262,8000013029,02/10/20,Issued,Sent via Email,false,1 Each of QGH76723 - POLYFORM - 2175.97€,2175.97,EUR
20140,8000013028,02/10/20,Issued,Sent via Email,false,"3 Each of (Carros) - Pause matin 5,5 Each of (Carros) - Pause matin 4,137 Each of (Carros) - EAU 0,5 l",110.28,EUR
20812,8000013027,02/10/20,Issued,Sent via Email,false,1 Each of DEMENAGEMENT DE M. Sylvain MALABEUX Suivant votre devis N° 811000-1,1461.75,EUR
21603,8000013026,02/10/20,Issued,Sent via Email,false,3 Each of PARAT 3100 R57981,145.65,EUR
21531,8000013025,02/10/20,Issued,Sent via cxml,false,"3 Each of Cordon de test 4mm,  Hirschmann, 32A, 1000V c.a. / V c.c. Rouge, longueur de fils 2m,3 Each of Cordon de test 4mm,  Hirschmann, 32A, 1000V c.a. / V c.c. Noir, longueur de fils 2m,2 Each of Cordon de test 4mm,  Hirschmann, 32A, 1000V c.a. / V c.c. Rouge, longueur de fils 1m,2 Each of Cordon de test 4mm,  Hirschmann, 32A, 1000V c.a. / V c.c. Noir, longueur de fils 1m,2 Each of Pinces crocodiles en Laiton Hirschmann Test & Measurement, 32A Rouge,2 Each of Pinces crocodiles en Laiton Hirschmann Test & Measurement, 32A Noir,1 Each of Grippe-fils, 972308100, Noir, 20A, 4mm, 157mm,1 Each of Grippe-fils, 972308101, Rouge, 20A, 4mm, 157mm,1 Bag of Goupille à ressort en Acier, diamètre 5mm",169.1,EUR
21499,8000013024,02/10/20,Issued,Sent via cxml,false,"2 Each of Adaptateur 1/2"", 50 mm,2 Set of Jeu de tarauds à main,  M12, 22 pièces HSS Tarauds coniques : M3 ; M4 ; M5 ; M6 ; M8 ; M10 ; M12 ; Tarauds,2 Each of Embouts de clé 19mm x,1 Each of Clé à fourche 18mm x,1 Each of Clé à fourche 17mm x,1 Each of Clé à fourche 16mm x,1 Each of Facom Chrome, taille 13 mm,100 Each of Embout de câblage 1.5mm², Noir, diamètre 2mm,100 Each of Embout de câblage 2 x 1mm², Rouge, 2 entrées, diamètre 2.4mm,100 Each of Embout de câblage 2 x 1.5mm², Noir, 2 entrées, diamètre 2.3mm,100 Each of Embout de câblage 0.5mm², Blanc, diamètre 1.3mm,1 Each of Ruban isolant en PVC, Assorties 10m x 15mm",272.47,EUR
21530,8000013023,02/10/20,Issued,Transmission Failure,false,"1 Each of Perforateur SDS-Plus XR, Batterie tension: 18 V, Percage acier O maxi: 13 mm, Percage beton O maxi: 24 mm",250.25,EUR
21493,8000013022,02/10/20,Issued,Sent via cxml,false,"1 Each of Boite compartimentée, 64 Compartiments, Plastique, 310mm x 376mm x 265mm,1 Each of Cardan 1/2"", 80 mm,1 Each of Perforatrice 3 trous Manuel 22.5mm,1 Each of Extension 1/2 pouce, 250 mm,1 Bag of Goupille à ressort en Acier, diamètre 2mm,1 Bag of Goupille à ressort en Acier, diamètre 2.5mm,1 Bag of Goupille à ressort en Acier, diamètre 3.5mm,1 Bag of Goupille à ressort en Acier, diamètre 3mm,1 Each of Goupille fendue en Acier Galvanisé brillant,1 Each of Facom Jeu de tournevis 1000V Fendu, Phillips 6 pièces,1 Each of Pince à dénuder Facom pour fil Multiconducteur, mono conducteur, 0.4 → 4mm², longueur totale 160mm",377.52,EUR
21405,8000013021,02/10/20,Issued,Sent via cxml,false,"1 Each of Casque anti-bruit 3M PELTOR, Serre-tête, 35dB, Noir, série Optime III",24,EUR
13178,8300013020,02/10/20,Issued,Sent via Email,false,"1 Lump Sum of GoDigital - Product Owners,1 Lump Sum of Travel Related Expenses - GoDigital - Product Owners",237340,EUR
21566,8000013019,02/10/20,Issued,Sent via Email,false,"1 Each of PAPS Request : MAP TECHNOLOGIES,1 Each of PAPS Request : MAP TECHNOLOGIES,1 Each of PAPS Request : MAP TECHNOLOGIES,1 Each of PAPS Request : MAP TECHNOLOGIES",37746,EUR
21211,8000013018,02/10/20,Issued,Transmission Failure,false,"1 Each of Aspirateur Karcher, Capacite: 7 L, Niveau sonore: 67 dB, Poids: 5.2 kg, Puissance: 800 W, Hauteur: 38.5 cm,1 Each of Jeu de 4 buses DN32 pour aspirateur, Type: Jeu de buses, Longueur: 200 cm, Largeur: 27 cm, Hauteur: 6.5 cm,1 Each of Sac a poussiere pour aspirateur Karcher T 7/1 et T 10/1, Type: Sac aspirateur, Capacite: 7 L",145.15,EUR
20184,8000013017,02/10/20,Issued,Sent via Email,false,"2 Each of Animation formation IRVEP2-173 en semaine 06 à Dijon Epirey (2 jours),1 Each of Frais de déplacement et de repas,1 Each of frais de markup",1992,EUR
17108,8000013016,02/10/20,Issued,Sent via Email,false,1 Each of Reglage porte du couloir PCS,799.09,EUR
20514,8200013015,02/10/20,Issued,Sent via Email,false,1 Each of Vertex Extended Support Sales Tax Q Series,8367,USD
21459,8200013014,02/10/20,Issued,Sent via Email,false,1 Each of Server Leaes Ext for 10/1/2019,7343.96,USD
18553,8300013013,02/10/20,Issued,Sent via Email,false,"1,056 Hours of IT Change Manager for DCM",52800,EUR
8372,8000013012,02/10/20,Issued,Sent via Email,false,1 Each of Peugeot 508 BVA VP,29449.11,EUR
20154,8000013011,02/09/20,Issued,Sent via Email,false,1 Each of Archivage,44.08,EUR
21098,8000013010,02/09/20,Issued,Sent via Email,false,"1 Each of Prise client diélectrique C1 câblage soudure,1 Each of Dérouleur de film VCI ligne C2 rouleaux entrainement,1 Each of Dérouleur de film VCI ligne C2 rouleaux libre,2 Each of Ensemble plaque de maintien Distributeur vis secable C2",2058,EUR
20942,8000013009,02/09/20,Issued,Sent via Email,false,"1 Day of lafaye medailles,1 Day of MARK UP",7663.75,EUR
17835,8000013008,02/09/20,Issued,Sent via Email,false,1 Each of W415120090221 Maintenance moule,2734,EUR
20732,8000013007,02/09/20,Issued,Sent via Email,false,"1 Each of Modification traverse,1 Each of SDI FEE",440,EUR
19613,8000013006,02/09/20,Issued,Sent via cxml,false,"1 Each of Li-Ion Système M4B2/M12B2  MB12 V,1 Each of Visseuse spéciale sans fil  M12FIR38",271.37,EUR
20298,8000013005,02/08/20,Issued,Sent via Email,false,1 Each of Outillage sur plan MECA EURE SARL,561,EUR
18667,8000013004,02/08/20,Issued,Sent via Email,false,1 Each of VERIN SLT-10-40-A-CC-B FESTO Vérins avec tables,448.64,EUR
20948,8000013003,02/08/20,Issued,Sent via Email,false,"3,960 Each of Surplus de Fabrication s/traitance APF,2,877 Each of Surplus de fabrication s/traitance APF,4,729 Each of Surplus de fabrication s/traitance APF",838.53,EUR
21043,8000013002,02/08/20,Issued,Sent via Email,false,1 Each of Plaques d'appairage pour Prépa PC suite à suggestion,238.5,EUR
21041,8000013001,02/08/20,Issued,Sent via cxml,false,"1 Package of Entonnoir industriel RS PRO, Matériau HDPE,1 Each of Jauge d'épaisseur Facom, Métrique, 19 lames,1 Each of Lampe torche LED non rechargeable,4 Each of Roulette pivotante LAG,  125mm, 250kg,2 Each of Hub USB, RS PRO, USB 2.0 4 Bus USB USB A,1 Each of Tournevis Wera, Pointe , pour vis Fendu pour vis 10 mm type Isolé, 200 mm",202.4,EUR
20607,8000013000,02/08/20,Issued,Transmission Failure,false,"2 Each of Case vestiaire cubique, Type de vestiaire: A casiers, Materiau: Acier, Case largeur: 380 mm",61.44,EUR
19998,8000012999,02/08/20,Issued,Sent via Email,false,"1 Each of Equipement chariot Mill vers C1,1 Each of SDI FEE",195.16,EUR
19882,8000012998,02/08/20,Issued,Sent via Email,false,1 Each of Freight charge Schaffner,800,USD
20183,8200012997,02/07/20,Issued,Sent via Email,false,1 Each of Atos NAM Jan. 2020 Outsourcing Base Fee      ,1233937.45,USD
9394,8000012996,02/07/20,Issued,Sent via Email,false,"1 Each of CASQUE IRIS 2 BLANC AERE 0271C,1 Pair of PR CHAUSS SEC BARI S3 SRC, 42,1 Each of BLOUSON COTON/POLY GRIS CONTR VERT LO, 3",89.51,EUR
18464,8000012995,02/07/20,Issued,Sent via cxml,false,"8 Each of Commutateur Ethernet, Netgear, ProSAFE GS108E Gigabit, 8 ports RJ45,4 Each of Commutateur Ethernet, Netgear, ProSAFE Gigabit, 24 ports RJ45,1 Package of Embout à sertir 0.34mm², Rose, diamètre 1.1mm,5 Each of Câble cat 6 Avec connecteur Mâle / Mâle, 20m, S/FTP,5 Each of Câble cat 6 Avec connecteur Mâle / Mâle, 15m, S/FTP,5 Each of Câble cat 6 Avec connecteur / , 5m, S/FTP,10 Each of Câble cat 6 Avec connecteur / , 3m, S/FTP,12 Each of Câble cat 6 Avec connecteur / , 2m, S/FTP,15 Each of Câble cat 6 Avec connecteur / , 1m, S/FTP,20 Each of Câble cat 6 Avec connecteur, 500mm, S/FTP,5 Each of Câble cat 6 Avec connecteur Mâle / Mâle, 20m, S/FTP",1608.72,EUR
19863,8000012994,02/07/20,Issued,Sent via Email,false,"6 Each of ProLite XUB2595WSU-B1 Moniteur LED, 2,3 Each of Lenovo ThinkPad Thunderbolt 3 Dock Gen2,2 Each of Multiprise 6 prises CEE7/5 femelle| |Int,1 Each of Lenovo Preferred Pro II - Clavier - USB,1 Each of Clavier retroeclaire sans fil MX Keys Fr,1 Each of Logitech Wireless Combo MK270 - Ensemble,1 Each of Logitech M705 - Mouse - laser - wireless,1 Each of MX MASTER 3 ADVA. WRLS MOUSE   WRLSGRAPH,1 Each of DACOMEX Souris verticale V150W sans fil,2 Each of Convertisseur USB3.1 type C vers VGA fem,5 Each of Portable MicroSaver 2.0 Lock,2 Each of Cruzer Glide  Cle USB 2.0, capacite 64,8 Each of Carte memoire flash, capacite 8 Go, livr,1 Each of Transcend 300S - Carte memoire flash - 1,3 Each of Carte memoire flash, microSDHC, taille d,3 Each of Crucial P1 - Disque SSD - 1 To - interne,1 Each of WD Elements Portable WDBUZG0010BBK - Dis,1 Each of Camera Logitech BCC950 ConferenceCam,3 Each of ThinkPad 15.6 Basic Backpack **New Retai",3599.49,EUR
19884,8000012993,02/07/20,Issued,Not Sent,false,"1 Each of ELSYS DESIGN,1 Each of ELSYS DESIGN,1 Each of ELSYS DESIGN",87760,EUR
20171,8000012992,02/07/20,Issued,Sent via Email,false,1 Each of Casque Sony selon devis n° 7617894,1823.43,EUR
18886,8000012991,02/07/20,Issued,Sent via Email,false,"5 Each of LUNETTE UVEX PHEOS INC CX2 9198.257,10 Each of MASQUE 3M 9332+ P3,1 Carton of BTE 50 PR BOUCHONS ROCKETCORD 6401-01,5 Each of CASQUE BRENNUS BLANC NF 0011,1 Pair of PR CHAUSS SEC APOLLON S3 CI SRC, 42,1 Pair of PR CHAUSS SEC APOLLON S3 CI SRC, 45,1 Pair of PR CHAUSS SEC MERCURE S3 CI SRC, 43,1 Pair of PR CHAUSS SEC MERCURE S3 CI SRC, 44,1 Each of KIT MILLENIUM PIED PROTECT TPU MLPPUK,1 Each of GILET IGNIFUGE ATEX SILEX 01JF SCHNEI, M,2 Each of GILET IGNIFUGE ATEX SILEX 01JF SCHNEI, L,2 Each of GILET IGNIFUGE ATEX SILEX 01JF SCHN, XXL,1 Each of BLOUSON MULTIRISQUES - SCHNEIDER, 2,2 Each of BLOUSON MULTIRISQUES - SCHNEIDER, 3,2 Each of BLOUSON MULTIRISQUES - SCHNEIDER, 5",961.39,EUR
21544,8300012990,02/07/20,Issued,Sent via Email,false,"12.5 Day of K2B 0220 - JBB - PAPS n°TA_CTR_007460_0101,20 Day of K2B 0320 - JBB - PAPS n°TA_CTR_007460_01 01",26000,EUR
20026,8000012989,02/07/20,Issued,Sent via Email,false,1 Each of Prestation de gardiennage supplémentaire,488.26,EUR
19349,8000012988,02/07/20,Issued,Sent via Email,false,"1 Each of usinage,1 Each of SDI FEE",155,EUR
20410,8000012987,02/07/20,Issued,Sent via Email,false,1 Each of modification d'un réseau d'air de32m,2240,EUR
19579,8000012986,02/07/20,Issued,Sent via Email,false,1 Each of Palan finition suivant votre devis N° 19M050M1,2950,EUR
16203,8000012985,02/07/20,Issued,Sent via Email,false,1 Each of ETUDE ENVIRONNEMENTALE en accord avec V/devis joint a l'exception des conditions de reglement demande acompte non applicable confirme entretien tel avec fournisseur le 05.02.20,2940,EUR
21414,8000012984,02/07/20,Issued,Sent via Email,false,"1 Each of FORFAIT REPARATION WHA3000P N° 076 03/04,1 Each of SDI FEE",1348.85,EUR
19624,8000012983,02/07/20,Issued,Not Sent,false,"10,000 Each of reprise composants",1900,EUR
20783,8000012982,02/07/20,Issued,Sent via Email,false,"1 Each of PANTALON MULTIRISQUES - SCHNEIDER, 54,1 Each of BLOUSON MULTIRISQUES - SCHNEIDER, 3,1 Pair of PR CHAUSS SEC APOLLON S3 CI SRC, 43",200.3,EUR
19651,8000012981,02/07/20,Issued,Sent via Email,false,1 Each of repose luminaire dans faux plafond du restaurant,150,EUR
20358,8000012980,02/07/20,Issued,Sent via Email,false,1 Each of ***,458,EUR
20642,8000012979,02/07/20,Issued,Sent via Email,false,1 Each of Prestation métrologie - Europe Qualité,6396.64,EUR
18249,8000012978,02/07/20,Issued,Sent via Email,false,"1 Each of DICOTA Eco Backpack Scale - Sac a dos po,1 Each of FRAIS DE PORT",56.4,EUR
21239,8000012977,02/07/20,Issued,Sent via cxml,false,"1 Each of Jeu de limes aiguilles diamantées, 5 pièces, 140 mm  D126 μm,1 Each of Clés mixtes  8 mm",42.55,EUR
19922,8000012976,02/07/20,Issued,Sent via Email,false,1 Each of Pompe GUINARD MULTI 25-4 T STD (livrée avec contrebrides),570,EUR
20326,8000012975,02/07/20,Issued,Sent via cxml,false,"1 Package of Tube fluorescent T8, 18 W, 4000K, Teinte Blanc froid G13",33.56,EUR
20560,8000012974,02/07/20,Issued,Sent via Email,false,1 Each of demande libre,505,EUR
14990,8000012973,02/07/20,Issued,Transmission Failure,false,"3 Each of Ruban universel double face, Largeur: 50 mm, Longueur: 25 m, Coloris: Beige, Epaisseur totale: 0.185 mm,1 Each of Metre fibre de verre boitier ouvert, Ruban largeur: 19 mm, Ruban materiau: Fibre de verre,1 Each of Metre Fat Max Xtreme, Ruban largeur: 32 mm, Ruban longueur: 5 m, Boitier materiau: ABS, Modele: Fat Max",87.1,EUR
17496,8000012972,02/07/20,Issued,Sent via Email,false,"1 Each of Mission pré-exploitation mois de février,1 Each of Mission pré-exploitation mois de mars",21000,EUR
20989,8000012971,02/07/20,Issued,Sent via Email,false,"20 Each of RACCORD PNEUMATIQUE,1 Each of PORT et EMBALLAGE",266.3,EUR
21629,8000012970,02/07/20,Issued,Sent via cxml,false,"2 Box of Recharge pour imprimante d'étiquette pour câbles Brady PTL-19-423, à utiliser avec Imprimantes d'étiquettes BMP71,,2 Each of Ruban encreur pour imprimante d'étiquette pour câbles Brady 148128, à utiliser avec BMP61",112.49,EUR
21311,8000012969,02/07/20,Issued,Sent via cxml,false,"2 Each of (ST)Chiffonnette Lyreco pour écran - sèche/humide - boîte de 20,3 Each of (ST)Chiffonnette Lyreco pour écran - microfibre,1 Each of (ST)Porte-badge ouvert Durable pour 1 carte de sécurité - transparent - lot de 10,1 Each of (ST)Lacet textile et enrouleur de badge Durable - boîte de 10",50.03,EUR
20114,8000012968,02/07/20,Issued,Sent via Email,false,1 Each of IDEAL Meetings & Events - Frais de portage liés à la PRO311498 (7% HT sur le TTC au lieu de 10%) selon N°PRO311510,341.96,EUR
19466,8000012967,02/07/20,Issued,Sent via Email,false,1 Each of Visite Initiale CR porte rue du port selon devis n°689,248.94,EUR
20393,8000012966,02/07/20,Issued,Sent via Email,false,1 Each of Kit de nettoyage PrinterClean pour imprimante accueil Hive - Devis DEA37398,153.5,EUR
9555,8000012965,02/07/20,Issued,Sent via Email,false,"1 Each of GILET IGNIFUGE ATEX SILEX 01JF SCHNEI, M",13.5,EUR
9682,8000012964,02/07/20,Issued,Sent via Email,false,"1 Each of MCL - MINI HDMI MALE TO MALE CABLVGA CAB,1 Each of TAPIS SOURIS OPTIQUE/LASER GRIS 190443,1 Each of Convertisseur DisplayPort vers DVI - Cab,1 Each of MULTIPRISE 5 PRISES blanches + INTER 0,8,1 Each of MULTIPRISE 4 PRISES noires + INTER 1.50,1 Each of Repose-poignets gel pour souris, couleur,1 Each of Pointeur laser professionnel R400 ss fil",92.42,EUR
18842,8000012963,02/07/20,Issued,Not Sent,false,"18,171 Each of portage salarial,5,000 Each of Frais de déplacements estimés",23171,EUR
16694,8000012962,02/07/20,Issued,Sent via Email,false,S2 1750042195 gazprom,10000,EUR
21674,8000012961,02/07/20,Issued,Transmission Failure,false,"4 Each of Barriere extensible, Usage: Parking, Coloris: Rouge/blanc, Finition: Galvanise, Materiau: Acier,16 Each of Roulette a tige filetee M10 x 30, O: 50 mm, Force: 40 kg, Roue/roulette (Selector): Roulette",532.12,EUR
15834,8000012960,02/07/20,Issued,Sent via Email,false,"1 Pair of PR CHAUSS EXALTER JALAS 9538 EASY RO, 37",89.33,EUR
21534,8300012959,02/07/20,Issued,Sent via Email,false,1 Lump Sum of  IOTSEC - Intervention facilitation,3600,EUR
3955,8000012958,02/07/20,Issued,Transmission Failure,false,"6 Each of Paire de presentoir de table 1 case, Pour format: 1/3 A4, Nb de compartiments: 1, Coloris: Transparent",42,EUR
20579,8000012957,02/07/20,Issued,Sent via Email,false,"1 Each of Clavier Logitech K360 - azerty FR - Sans,4 Each of 1 Mini souris DACOMEX M360bt Bluetooth n,1 Each of 504155, paire coussinet 51 m (ex ref 915",97.22,EUR
20983,8000012956,02/07/20,Issued,Sent via Email,false,1 Each of Lot de 100 cartes de visite - Livraison Express,19.3,EUR
21668,8000012955,02/07/20,Issued,Sent via Email,false,2 Each of Flag white - 180cm x 300cm,111.82,EUR
21651,8000012954,02/07/20,Issued,Sent via cxml,false,"10 Each of (ST)Papier recyclé blanc A3 Clairefontaine Evercopy Plus - 80 g - 500 feuilles,2 Each of (ST)Gaz dépoussiérant Lyreco - inflammable - 400 ml - Sans HFC",57.02,EUR
21637,8000012953,02/07/20,Issued,Sent via Email,false,2 Each of x250 Sac Kraft 229x324 avec fenêtre logo,36,EUR
20655,8000012952,02/07/20,Issued,Sent via Email,false,1 Each of Achat de Licences (EUR) uniquement pour devis en €,1155.15,EUR
21650,8300012951,02/07/20,Issued,Sent via cxml,false,"1 Each of (ST)Notes Post-it Super Sticky - 76 x 76 mm - jaunes - 16 blocs x 90 feuilles,2 Each of (ST)Notes Post-it Super Sticky - 76 x 76 mm - assortis - 24 blocs x 90 feuilles",72.12,EUR
20044,8000012950,02/07/20,Issued,Sent via Email,false,1 Each of yFiles WPF Complete - Suivant votre devis N° FR-QUO-184870,3663.2,EUR
21586,8300012949,02/07/20,Issued,Sent via Email,false,"4 Day of SR Developer Jan,3 Day of SR Devloper Feb,3 Day of Sr Developer March,3 Day of SR Develop April",9880,EUR
21583,8300012948,02/07/20,Issued,Sent via Email,false,"6 Day of Develop Feb,6 Day of Devloper Jan,6 Day of Devloper March",9180,EUR
20509,8300012947,02/07/20,Issued,Sent via Email,false,"1 Day of Designer JAN,1 Day of Design Feb",1080,EUR
17793,8000012946,02/07/20,Issued,Sent via Email,false,"1 Each of Lot de 100 cartes de visite,1 Each of Lot de 100 cartes de visite",18.6,EUR
18536,8000012945,02/07/20,Issued,Sent via Email,false,1 Each of Changement du rideau quai a déchets,8996.63,EUR
10926,8000012944,02/07/20,Issued,Sent via Email,false,1 Each of Lot de 100 cartes de visite,9.3,EUR
17942,8000012943,02/07/20,Issued,Sent via Email,false,1 Each of peinture de la zone TA KIT en accord avec le devisjoint a l'exception de l'acompte non applicable ,1383.6,EUR
